# Data for ascii data initial temperature
# Only next line is parsed in format: [nx] because of keyword "POINTS:"
# POINTS: 1302
# Columns: depth (m), temperature (K)
depth temperature
0.0	440.0
42.0	440.7573251
142.0	442.5592771
242.0	444.3595347
342.0	446.1580979
442.0	447.9549664
542.0	449.7501401
642.0	451.5436189
742.0	453.3354027
842.0	455.1254913
942.0	456.9138846
1042.0	458.7005824
1142.0	460.4855847
1242.0	462.2688913
1342.0	464.0505021
1442.0	465.8304169
1542.0	467.6086356
1642.0	469.385158
1742.0	471.1599841
1842.0	472.9331137
1942.0	474.7045467
2042.0	476.4742828
2142.0	478.2423221
2242.0	480.0086644
2342.0	481.7733094
2442.0	483.5362572
2542.0	485.2975076
2642.0	487.0570603
2742.0	488.8149154
2842.0	490.5710727
2942.0	492.3255319
3042.0	494.0782931
3142.0	495.829356
3242.0	497.5787206
3342.0	499.3263867
3442.0	501.0723541
3542.0	502.8166228
3642.0	504.5591925
3742.0	506.3000633
3842.0	508.0392348
3942.0	509.7767071
4042.0	511.5124799
4142.0	513.2465531
4242.0	514.9789267
4342.0	516.7096004
4442.0	518.4385741
4542.0	520.1658477
4642.0	521.8914211
4742.0	523.6152941
4842.0	525.3374666
4942.0	527.0579385
5042.0	528.7767096
5142.0	530.4937798
5242.0	532.2091489
5342.0	533.9228169
5442.0	535.6347835
5542.0	537.3450487
5642.0	539.0536124
5742.0	540.7604743
5842.0	542.4656343
5942.0	544.1690924
6042.0	545.8708484
6142.0	547.5709021
6242.0	549.2692535
6342.0	550.9659023
6442.0	552.6608485
6542.0	554.3540919
6642.0	556.0456323
6742.0	557.7354697
6842.0	559.423604
6942.0	561.1100349
7042.0	562.7947623
7142.0	564.4777862
7242.0	566.1591063
7342.0	567.8387226
7442.0	569.5166349
7542.0	571.192843
7642.0	572.8673469
7742.0	574.5401464
7842.0	576.2112413
7942.0	577.8806316
8042.0	579.5483171
8142.0	581.2142977
8242.0	582.8785731
8342.0	584.5411434
8442.0	586.2020083
8542.0	587.8611678
8642.0	589.5186217
8742.0	591.1743698
8842.0	592.828412
8942.0	594.4807482
9042.0	596.1313783
9142.0	597.7803021
9242.0	599.4275194
9342.0	601.0730302
9442.0	602.7168344
9542.0	604.3589317
9642.0	605.999322
9742.0	607.6380053
9842.0	609.2749813
9942.0	610.91025
10042.0	612.5438112
10142.0	614.1756647
10242.0	615.8058105
10342.0	617.4342483
10442.0	619.0609782
10542.0	620.6859998
10642.0	622.3093132
10742.0	623.9309181
10842.0	625.5508144
10942.0	627.1690021
11042.0	628.7854808
11142.0	630.4002506
11242.0	632.0133113
11342.0	633.6246627
11442.0	635.2343048
11542.0	636.8422373
11642.0	638.4484601
11742.0	640.0529732
11842.0	641.6557763
11942.0	643.2568693
12042.0	644.8562522
12142.0	646.4539247
12242.0	648.0498868
12342.0	649.6441382
12442.0	651.2366789
12542.0	652.8275087
12642.0	654.4166275
12742.0	656.0040352
12842.0	657.5897315
12942.0	659.1737165
13042.0	660.7559899
13142.0	662.3365516
13242.0	663.9154014
13342.0	665.4925393
13442.0	667.0679651
13542.0	668.6416787
13642.0	670.2136799
13742.0	671.7839686
13842.0	673.3525447
13942.0	674.9194079
14042.0	676.4845583
14142.0	678.0479956
14242.0	679.6097197
14342.0	681.1697305
14442.0	682.7280279
14542.0	684.2846116
14642.0	685.8394816
14742.0	687.3926378
14842.0	688.9440799
14942.0	690.4938079
15042.0	692.0418217
15142.0	693.588121
15242.0	695.1327058
15342.0	696.6755759
15442.0	698.2167311
15542.0	699.7561714
15642.0	701.2938967
15742.0	702.8299067
15842.0	704.3642013
15942.0	705.8967804
16042.0	707.4276439
16142.0	708.9567917
16242.0	710.4842235
16342.0	712.0099393
16442.0	713.5339388
16542.0	715.0562221
16642.0	716.5767889
16742.0	718.0956392
16842.0	719.6127726
16942.0	721.1281893
17042.0	722.6418889
17142.0	724.1538714
17242.0	725.6641366
17342.0	727.1726844
17442.0	728.6795147
17542.0	730.1846273
17642.0	731.688022
17742.0	733.1896988
17842.0	734.6896575
17942.0	736.187898
18042.0	737.6844201
18142.0	739.1792237
18242.0	740.6723086
18342.0	742.1636748
18442.0	743.6533221
18542.0	745.1412503
18642.0	746.6274593
18742.0	748.111949
18842.0	749.5947192
18942.0	751.0757699
19042.0	752.5551007
19142.0	754.0327118
19200.0	754.3997843
19300.0	755.0326415
19400.0	755.6654654
19500.0	756.298256
19600.0	756.9310131
19700.0	757.5637369
19800.0	758.1964273
19900.0	758.8290844
20000.0	759.461708
20100.0	760.0942983
20200.0	760.7268553
20300.0	761.3593788
20400.0	761.991869
20500.0	762.6243258
20600.0	763.2567492
20700.0	763.8891393
20800.0	764.5214959
20900.0	765.1538192
21000.0	765.7861092
21100.0	766.4183657
21200.0	767.0505889
21300.0	767.6827786
21400.0	768.314935
21500.0	768.9470581
21600.0	769.5791477
21700.0	770.2112039
21800.0	770.8432268
21900.0	771.4752163
22000.0	772.1071724
22100.0	772.7390951
22200.0	773.3709845
22300.0	774.0028404
22400.0	774.634663
22500.0	775.2664522
22600.0	775.8982079
22700.0	776.5299303
22800.0	777.1616193
22900.0	777.793275
23000.0	778.4248972
23100.0	779.056486
23200.0	779.6880415
23300.0	780.3195635
23400.0	780.9510522
23500.0	781.5825075
23600.0	782.2139294
23700.0	782.8453178
23800.0	783.4766729
23900.0	784.1079946
24000.0	784.7392829
24100.0	785.3705378
24200.0	786.0017593
24300.0	786.6329474
24400.0	787.2641021
24500.0	787.8952234
24600.0	788.5263113
24700.0	789.1573658
24800.0	789.788387
24900.0	790.4193747
25000.0	791.050329
25100.0	791.6812499
25200.0	792.3121374
25300.0	792.9429914
25400.0	793.5738121
25500.0	794.2045994
25600.0	794.8353533
25700.0	795.4660738
